Age,TravelAlone,Pclass_1,Pclass_2,Embarked_C,Embarked_S,Sex_male,IsMinor
57.0,1,False,True,False,True,False,0
28.0,1,False,False,True,False,True,0
54.0,0,False,True,False,True,False,0
18.0,1,False,False,False,True,True,0
28.0,1,False,False,False,False,True,0
5.0,1,False,False,False,True,False,1
28.0,1,False,False,False,False,True,0
43.0,0,True,False,False,True,False,0
13.0,1,False,False,True,False,False,1
17.0,0,True,False,False,True,False,0
29.0,1,True,False,False,True,True,0
28.0,0,False,False,False,True,True,0
25.0,1,False,False,False,True,True,0
25.0,1,False,False,False,True,True,0
18.0,1,False,False,False,True,False,0
8.0,0,False,False,False,False,True,1
1.0,0,False,False,False,True,True,1
46.0,1,True,False,True,False,True,0
28.0,1,False,False,False,False,True,0
16.0,1,False,True,False,True,True,1
28.0,0,False,False,False,True,False,0
28.0,1,True,False,True,False,True,0
25.0,1,False,False,False,True,True,0
39.0,1,False,True,False,True,True,0
49.0,1,True,False,False,True,False,0
31.0,1,False,False,False,True,False,0
30.0,1,False,False,True,False,True,0
30.0,0,False,False,False,True,False,0
34.0,1,False,True,False,True,True,0
31.0,0,False,True,False,True,False,0
11.0,0,True,False,False,True,True,1
0.42,0,False,False,True,False,True,1
27.0,1,False,False,False,True,True,0
31.0,1,False,False,False,True,True,0
39.0,1,True,False,False,True,True,0
18.0,1,False,False,False,True,False,0
39.0,1,False,True,False,True,True,0
33.0,0,True,False,False,True,False,0
26.0,1,False,False,False,True,True,0
39.0,1,False,False,False,True,True,0
35.0,1,False,True,False,True,True,0
6.0,0,False,False,False,True,False,1
30.5,1,False,False,False,True,True,0
28.0,1,True,False,False,True,True,0
23.0,1,False,False,False,True,False,0
31.0,0,False,True,True,False,True,0
43.0,1,False,False,False,True,True,0
10.0,0,False,False,False,True,True,1
52.0,0,True,False,False,True,False,0
27.0,1,False,False,False,True,True,0
38.0,1,True,False,False,True,True,0
27.0,0,False,False,False,True,False,0
2.0,0,False,False,False,True,True,1
28.0,1,False,False,False,False,True,0
28.0,1,False,False,False,True,True,0
1.0,0,False,True,True,False,True,1
28.0,1,False,False,False,False,True,0
62.0,1,True,False,False,True,False,0
15.0,0,False,False,True,False,False,1
0.83,0,False,True,False,True,True,1
28.0,1,False,False,True,False,True,0
23.0,1,False,False,False,True,True,0
18.0,1,False,False,False,True,True,0
39.0,0,True,False,True,False,False,0
21.0,1,False,False,False,True,True,0
28.0,1,False,False,False,True,True,0
32.0,1,False,False,False,True,True,0
28.0,1,True,False,True,False,True,0
20.0,1,False,False,False,True,True,0
16.0,1,False,True,False,True,True,1
30.0,1,True,False,True,False,False,0
34.5,1,False,False,True,False,True,0
17.0,1,False,False,False,True,True,0
42.0,1,False,False,False,True,True,0
28.0,0,False,False,False,True,True,0
35.0,1,False,False,True,False,True,0
28.0,0,False,True,False,True,True,0
28.0,0,True,False,True,False,False,0
4.0,0,False,False,False,True,True,1
74.0,1,False,False,False,True,True,0
9.0,0,False,False,True,False,False,1
16.0,0,True,False,False,True,False,1
44.0,0,False,True,False,True,False,0
18.0,0,False,False,False,True,False,0
45.0,0,True,False,False,True,False,0
51.0,1,True,False,False,True,True,0
24.0,0,False,False,True,False,False,0
28.0,1,False,False,True,False,True,0
41.0,0,False,False,False,True,True,0
21.0,0,False,True,False,True,True,0
48.0,1,True,False,False,True,False,0
28.0,0,False,False,False,True,False,0
24.0,1,False,True,False,True,True,0
42.0,1,False,True,False,True,False,0
27.0,0,False,True,True,False,False,0
31.0,1,True,False,False,True,True,0
28.0,1,False,False,False,True,True,0
4.0,0,False,False,False,True,True,1
26.0,1,False,False,False,True,True,0
47.0,0,True,False,False,True,False,0
33.0,1,True,False,False,True,True,0
47.0,1,False,False,False,True,True,0
28.0,0,False,True,True,False,False,0
15.0,1,False,False,True,False,False,1
20.0,1,False,False,False,True,True,0
19.0,1,False,False,False,True,True,0
28.0,1,False,False,False,True,True,0
56.0,0,True,False,True,False,False,0
25.0,0,False,True,False,True,False,0
33.0,1,False,False,False,True,True,0
22.0,1,False,False,False,True,False,0
28.0,1,False,True,False,True,True,0
25.0,1,False,False,False,True,True,0
39.0,0,False,False,False,False,False,0
27.0,1,False,True,False,True,True,0
19.0,1,True,False,False,True,False,0
28.0,0,False,False,False,True,False,0
26.0,1,True,False,True,False,True,0
32.0,1,False,False,False,False,True,0
